_unit_id,headline,articleid,date,text
842615576,"bonds-tied-to-stocks-top-others-----junk-bonds-outshine-treasurys,-reversing-recession-theories",wsj_395219023,1991-07-01,"NEW YORK -- Bonds that take their cues from the stock market are leading the midyear performance charts and challenging some long-held theories about how bonds should perform in a recession.
Corporate junk bonds leaped 20% in the first half, says Merrill Lynch & Co. Bonds convertible into common stock rose 15%. Both types of bonds threw off the doldrums of 1990, when they had full-year declines of more than 4%.
But Treasurys, municipals and other government bonds rose only 2.3% to 4.2% during the first half, using Merrill's yardstick of total return, or price changes plus interest payments.
That's not the way the bond market is supposed to behave during an economic slump. The conventional thinking among economists held that the recession would bring down interest rates, wring out inflation and trigger a bond market rally, sending prices of Treasury bonds sharply higher. Junk bonds had been expected to slide further, dragged down by declining corporate profits and rising bond default rates.
Instead, junk is starring, and safety is boring."
842616839,dow-jones-industrials-hit-high-for-year-after-upbeat-fed-keeps-rates-unchanged,wsj_398951494,2002-03-20,"The Dow Jones Industrial Average reached a new high for the year following a generally upbeat assessment from the Federal Reserve, which left interest rates unchanged.
The Fed signaled that the prospects for the economy are improving, helping to keep stocks up across the board even though the rate decision was anticipated. Many investors said they were relieved the Fed didn't signal excessive nervousness about inflation, though it did give one of its first indications that it might raise interest rates later this year if the economic turnaround continues.
The Dow Jones Industrial Average closed up 0.54%, or 57.50 points, at 10635.25. That's just above the previous high for the year, hit a week ago, of 10632.35. The Standard & Poor's 500-stock index climbed 0.41%, or 4.74 points to 1170.29. The Nasdaq Composite Index rose 0.20%, or 3.81 points, to 1880.87.
Bond prices edged higher and the dollar was up.
Stocks dropped slightly after the Fed's announcement at 2:20 p.m. EST but managed to fend off afternoon selling pressure and close in positive territory."
842614184,dollar-shoots-higher-after-official-comments-on-falling-german-rates,wsj_398368389,1992-12-23,"NEW YORK -- The dollar shot higher after Bundesbank President Helmut Schlesinger said that long-term interest rates in Germany could drop more than a percentage point from current levels.
The U.S. currency also was aided by exceptionally thin market conditions, which provided little resistance to the dollar's rise. And, as the dollar broke above key levels on the technical charts, additional buying kicked in, observers said.
The Canadian dollar, meanwhile, continued to strengthen, despite a further slip in the country's interest rates. Although the currency's long-term fundamental outlook remains questionable, most traders and analysts said the currency's mainstay is strong year-end demand for Canadian fixed-income instruments.
Late in New York, the dollar was quoted at 1.5895 marks, up from 1.5690 marks late Monday and at 123.75 yen, up from 123.10 yen. Sterling was trading at $1.5370, well below $1.5580 Monday.
""Schlesinger really set the tone"" for the dollar's rally, said Michael Wissell, director for corporate foreign exchange at Toronto Dominion Bank. ""And we really haven't looked back,"" he added."
842616184,"best-buy,-fedex-jump;-nasdaq-up-for-year",wsj_399130236,2009-03-27,"NEW YORK -- ""Up for the year to date"" is a phrase that nobody in the stock market had heard for a long time. Until Thursday.
U.S. stocks surged, and the Nasdaq Composite Index burst into positive territory for 2009 as traders ignored signs of rising unemployment and positioned for a recovery, buying economically sensitive stocks such as Research In Motion, Best Buy and FedEx.
General Motors was the strongest stock in the Dow Jones Industrial Average as the U.S. government looked likely to give the auto giant another shot at a turnaround. GM surged 42 cents, or 14%, to $3.41.
Overall, the Dow rose 174.75 points, or 2.25%, to 7924.56, its highest close since Feb. 12, bringing its gains to 21% from the 12-year closing low on March 9. That eclipses a 19% gain between Nov. 20 and Jan. 2 and is the first time the Dow has entered a ""technical bull market,"" a gain of 20% or more since the current bear market began in October 2007.
The broad Standard & Poor's 500-stock index rose 18.98, or 2.33%, to 832.86 and is up 23% from its closing low on March 9, rivaling its 24% gain between November and early January."
842613695,financials-stage-a-comeback-as-dow-banks-58.70-points,wsj_399112458,2009-01-28,"A bounce for beaten-down financial stocks pushed the broader market higher, although glum economic news kept the rally in check.
The Dow Jones Industrial Average rose for a second consecutive day, up 58.70 points, or 0.7%, to 8174.73. Bank of America added 8.3% and Citigroup rose 6.6%. American Express led the gains, up 9% after reporting a 79% drop in fourth-quarter profit Monday. But it was profitable, unlike some financial firms.
The Standard & Poor's 500-stock index rose 1.1% to 845.71, led by a 3.9% rise in its financial sector.
The S&P/Case-Shiller home-price indexes worsened in November, with many regions in the U.S. experiencing record monthly drops. The Conference Board said its consumer-confidence index fell to a historic low in January.
Oil futures fell 9.1% as the weak readings cast a pall over the demand outlook. Traders also placed bets ahead of inventory data due Wednesday, which they expect to show rising U.S. stockpiles of crude and gasoline."
842614181,"producer-prices-jumped-1%-in-july;-energy-and-car-costs-soar,-but-economists-fail-to-see-signals-of-broad-inflation",wsj_398908347,2005-08-18,"WASHINGTON -- Wholesale prices in July jumped by the largest amount in nine months, boosted by a surge in the cost of cars and energy.
But economists expressed little concern that the higher prices producers are paying signal broad inflation.
The producer-price index for finished goods rose 1% last month, the Labor Department said. The index was flat in June.
Much of the overall monthly increase reflected a 4.4% rise in energy prices, led by a 10.9% jump in gasoline prices and a 3.7% rise in the cost of natural gas.
The reported rise in wholesale prices contributed to a sharp oil- price drop on commodities markets yesterday, amid concerns that the two-year surge in prices could finally be cutting into demand for petroleum products like gasoline. Crude-oil futures for September delivery settled at $63.25, down $2.83, on the New York Mercantile Exchange."
842614062,the-case-of-the-missing-workers,wsj_1223519664,2012-12-07,"The job market recovery continues, sort of, though what it gives with one hand it takes away with the other. In Friday's Labor Department report for November, the U.S. unemployment rate fell to 7.7% from 7.9% in October, but mainly because another 350,000 workers disappeared during the month.
Call it the case of the missing workers. In the last year, employers have added an average of about 150,000 workers a month. In November they added 146,000, less 49,000 in downward revisions for the previous two months. Hiring grew at a healthy pace in professional services, leisure and hospitality, while falling slightly in construction and manufacturing.
Yet even as payrolls are rising, albeit slowly, the overall labor participation rate has continued to fall. In November, the share of the available labor force that is working fell to 63.6%, which is down from 65.7% when the recession ended in June 2009.
Mull that one over: Three years into an economic expansion, the labor participation rate has fallen two full percentage points and three times this year (including November) it has reached the lowest level since 1981. This means that about three million more workers were working or looking for work in 2009 than in November. In the last year alone, the number of working age nonworkers grew to 89.2 million from 86.8 million.
So why are more Americans sitting on the labor market sidelines even as job opportunities expand? One popular suspect last month is Hurricane Sandy, yet the Bureau of Labor Statistics concluded that the storm ""did not substantially impact the national employment and unemployment estimates for November."""
842617435,milton-friedman-vs.-the-fed;-the-nobel-laureate-would-never-have-endorsed-increasing-inflation-to-stimulate-the-economy.,wsj_762234420,2010-11-03,"Author: Allan H. Meltzer
Would the late Milton Friedman have endorsed the Federal Reserve's plan to make large-scale purchases of long-term Treasury bonds? The idea here is to pump more money into and thus jump-start the economy, reducing unemployment. Some people, including this newspaper's David Wessel in a column last week, believe the great Nobel laureate would favor this inflationary program. I am certain he would not.
Friedman's main message for central banks was to maintain a monetary rule that kept the growth of the money supply constant. In his Newsweek column, ""Inflation and Jobs"" (Nov. 12, 1979), for example, Friedman emphasized that ""unemployment is . . . a side effect of the cure for inflation,"" so that if a central bank ""cured"" unemployment by inflating, it ""will have unemployment later."" In other words, don't try it.
Friedman's Newsweek column for July 28, 1980 (""Improving Monetary Policy"") came with the unemployment rate rising past 7%. His proposals for improving policy made no mention of using monetary expansion to reduce unemployment. He proposed rules for stable growth to achieve target ""dollar levels of monetary aggregates.""
Friedman served on President Reagan's economic policy advisory board. His memos on monetary policy repeat the themes he made familiar to Newsweek readers and others all over the world. There is not a word suggesting that monetary policy should try to raise the inflation rate in order to reduce the unemployment rate."
842614125,has-the-bull-just-been-sleeping?,wsj_398054037,1988-10-10,"Most commentators have concluded that stock prices were so high in August that they inevitably brought about a crash that ended the bull market. The price-earnings ratio was 22.1, certainly high. But compare prices at the end of other bull markets: for instance, in 1961 the Dow Jones P-E reached 24.2. The Dow then climbed another 32% in the next four years after a falloff of its own in 1962.
And looking at the Dow Jones does not tell the whole story. In August 1987 it happened that many of the Dow stocks were those with the highest P-Es. But this has not always been the case in the past. In 1969 when the Dow had a P-E of 17, IBM (not then in the Dow) was 42 times earnings, Xerox was at 48 times, Avon 57 times, and Polaroid was actually at 71 times its earnings. Did August even begin to compare?
Another important method of telling whether the stock market is overpriced is to compare the total value of stocks with the nominal gross national product. At the August peak the value of stocks was 95% of GNP. This is high, but at the 1929 market peak it was 170% of GNP. For the market to have been that high in August, the Dow would have been at 4,627.
Another method of determining how high prices are is to take a previous high and adjust it for inflation. In 1966 the Dow hit an intra-day high of 1,001. Adjusting that figure for inflation today gives approximately 3,540, or a full 30% above the August peak.
Thus three significant stock-price indicators show that prices were not so high in August that the bull market had to come to an end. But the reasons to doubt the current bear-market consensus go beyond that line of analysis."
842617189,dollar-sinks-against-most-currencies-in-third-straight-day-of-intervention,wsj_398110109,1989-09-28,"NEW YORK -- Hit by a third-straight day of coordinated central-bank intervention, the dollar sank against all major currencies except the pound.
The main central banks intervened in each other's markets and staggered their dollar sales, continuing a newly practiced approach designed to extract maximum effect from their actions.
But for the most part, foreign-exchange traders said they don't believe the central banks' unrelenting assault has knocked the market to its knees. They said the dollar can't be pushed much lower unless the interest-rate premium the U.S. enjoys over other major countries is trimmed.
Also, the sheer size of the dollar's fall this week -- more than seven pfennigs since Friday -- may force central banks to pause to let the market digest the tumble, or their tactics could backfire, traders said.
Although many dealers said some revision in central banks' tactics must be near, uncertainty over the potential war chest of new approaches ensures trading remains thin and jumpy. ""You have to use reverse-reverse psychology to figure this thing out,"" said a foreign-exchange manager with a major U.S. bank."
842617065,bull-run-stalls-for-treasurys,wsj_893845107,2011-09-24,"NEW YORK--After a relentless two-day rally, the bull run in Treasurys hit the skids Friday with benchmark yields rising from the lowest level since the 1940s.
But the selloff only put a dent in the sharp run-up in bond prices this week. The 30-year bond was the biggest winner and its yield, which moves inversely to its bond price, tumbled about 0.47 percentage point for the week. That was the biggest weekly decline since December 2008 when Treasury prices soared on the financial crisis.
The benchmark 10-year note was 27/32 lower to yield 1.810%. The 30-year bond was 1 28/32 lower to yield 2.872%. The two-year note was 1/32 lower to yield 0.214%.
Some traders were quick to claim that it was a sign that a correction is due for the ferocious strength over the past seven months. The benchmark 10-year yield has tumbled from this year's peak of 3.77% in February and earlier Friday touched a fresh historic low of 1.672%.
Demand for safe-haven Treasurys had intensified this month due to rising fears about the global economy and the euro-zone's debt crisis. The Federal Reserve's announcement earlier this week to sell $400 billion short-dated bonds to buy longer-dated Treasurys triggered more flight into the 10-year and 30-year Treasurys. Investors are heartened that the Fed's buying binge in coming months could help boost the value of the bonds."
842614660,optimism-drives-rise-in-stocks-----dow-jones-industrials-rally-by-172.92-points-on-hopes-for-economy,wsj_398774558,2001-10-23,"U.S. stocks surged as investors focused on hopes for an economic and corporate upturn, rather than on news of more anthrax exposure in Washington.
The major indexes once again finished the day close to their highest points since the Sept. 11 terrorist attacks.
""People are kind of adopting a stiff upper lip here, like the British in World War II,"" said stock trader Michael Driscoll at Credit Suisse First Boston. ""They are focusing on the future and not looking at the past or the present. People are looking out six to 12 months and thinking that they don't see anything that will get a lot worse.""
Technology stocks led the gains, with the Nasdaq Composite Index rising 2.2%, or 36.77 points, to 1708.08, just above its close of 1695.38 on Sept. 10, the day before the terrorist attacks. The index is almost back to the Oct. 16 level of 1722.07, the highest mark since last month's attacks.
Older industrial stocks in the Dow Jones Industrial Average also put in strong gains, as did bank stocks. The Dow industrials advanced 1.88%, or 172.92 points, to 9377.03. That still is more than 200 points below the industrial average's Sept. 10 close of 9605.51, although it is close to the average's highest post-attack close, 9410.45, on Oct. 11."
830982484,bush-sees-'mild-and-brier-recession:-president-skips-over-difficulties-in-n.y.-economic-pep-talk,wapo_140426204,1991-02-07,"NEW YORK, Feb. 6â€”President Bush offered the country an economic pep talk here tonight, predicting that the current recession would be ""mild and brief and adding that what is needed most now is ""a boost in confidence.â€ù
The president also said the Persian Gulf War would not put too much additional burden on the economy and suggested that a successful end to the war would help assure long-tcrfflJeconomic growth here and around the world.
â€œThe road to real peace will be difficultâ€”long and tough,â€ù Bush said. But lie argued that â€œby standing up to aggression in the gulf, we are guaranteeing the future security and stability of that area, that is so vital to global economic prosperity.â€ù
Bush repeated his belief that the allied campaign in the gulf is ""on course and on schedule,â€ù adding that ""hour by hour, Iraqâ€™s capacity to wage war is being systematically destroyed by American and coalition forces.""
He pledged that while he could not predict when the war would end, it would not drag on indefinitely. â€™Tve never been more certain of anything in my life,"" he said. â€œWeâ€™re going to win it.â€ù"
842615438,"hot-topic,-blackboard-pace-a-broad-decline",wsj_399073531,2009-05-08,"A decline for small-caps reflected a flood of traders bracing for the upcoming reports on banks' stress tests and consumers' employment.
For stocks large and small, the day's trading revolved around economic sentiment. Economically sensitive sectors like materials, consumer discretionary and industrials fell, while defensive areas such as health care and utilities rose.
The bank stress-test results were partly to blame as few investors wanted to be heavily exposed to the market with such a highly watched report on tap, but consumer stocks also were hurt by concern over a nonfarms payroll report on tap for Friday morning.
And, as small-caps are more economically sensitive than their larger counterparts, they fell broadly. Notably, the Russell 2000 index of small-capitalization stocks lost 12.15 points, or 2.41%, to 492.94. Year-to-date, the index is down 1.3%.
The Standard & Poor's Small Cap 600 fell 5.89, or 2.18%, to 264.43."
842613824,ahead-of-the-tape,wsj_399117207,2009-06-10,"Easy Money Tugs Two Ways at Trade Gap
The trade deficit is a case study in the unintended consequences of easy money.
The Commerce Department releases April trade data Wednesday morning. Economists think the deficit widened a bit, to $29 billion, from $27.6 billion in March. That would end an eight-month streak of narrower deficits that has cut the gap roughly in half, thanks first to a surge in exports and then to tumbling oil prices.
A narrower trade deficit is potentially good economic news on several fronts. For one, from an accounting perspective, exports add to gross domestic product, while imports subtract from it. From a fundamental standpoint, it is often healthier for a country to export more than it imports -- though collapsing imports can also signal weak demand at home, as they have in this recession.
Here's where the unintended consequences of fighting that recession come in: The money being pumped into the economy by the Federal Reserve has made some investors anxious about inflation, sometimes defined as the result of too much money chasing too few goods."
842616708,federal-reserve-adds-157-stocks-to-list-of-otc-securities-under-margin-rules,wsj_397901984,1985-07-29,"WASHINGTON -- The Federal Reserve Board added 157 stocks to the list of over-the-counter securities falling under the board's margin, or credit, rules.
The stocks comprise 35 securities that meet the board's criteria and 122 that automatically are eligible because they qualified for trading on the National Market System of the National Association of Securities Dealers Automated Quotation System.
The Fed also removed 43 stocks from the list for failing to meet its requirements. And 44 have been removed because they have been listed on a national securities exchange or have been acquired by another company, or for similar reasons.
The Fed's new list of 2,476 stocks will take effect Aug. 13. The Fed revises its over-the-counter list three times a year.
Under the Fed's margin requirements, anyone buying a stock on credit must make a cash down payment, currently at least 50% of the stock's purchase price. The same rule applies to stocks listed on national exchanges."
842614151,"recovery-at-philips-electronics-stalls-amid-crises,-u.s.-setback",wsj_398656435,1999-02-12,"Philips Electronics NV's two-year financial recovery ground to a halt as the company reported an 853 million guilder ($437 million) operating loss for the fourth quarter.
The economic crisis in Asia and parts of Latin America, as well as a costly fiasco in the U.S. mobile phone market, took a big toll on Philips's results, reversing a 1.16 billion guilder operating profit in the yearearlier quarter. The loss partly reflects two billion guilders in charges and provisions taken to cover such problems.
Reflecting the difficult market conditions, sales fell 6% to 19 billion guilders from 20.3 billion guilders. Net income, however, jumped to 10.32 billion guilders from 2.67 billion guilders, buoyed by onetime gains largely related to the sale of Philips's 75% stake in PolyGram NV to Canada's Seagram Co.
Philips warned that it expects to report lower earnings during the first two quarters of this year, while a possible recovery would have to wait until the second half of the year. Philips will ""return to double-digit growth of earnings per share"" in 1999, Chief Executive Officer Cor Boonstra vowed at a news conference in Amsterdam.
Analysts said Philips still has plenty of upside potential left. While its entry into the mobile phone market proved disastrous, the company has gained consumer electronics market share in Asia, bolstered its brand name in the U.S., expanded a highly succesful semiconductor business and bolstered its balance sheet by disposing of noncore businesses such as PolyGram."
842616851,long-term-treasurys-roar-ahead,wsj_399107829,2008-11-20,"Worries about a drawn-out recession and the prospect of deflation gave Treasurys a boost, with the 30-year bond rocketing higher.
Minutes from the Federal Reserve, which suggested further interest-rate cuts, added to the government-bond market's gains, as did the sharp falls in stocks. The Fed also downgraded both its growth and employment forecasts, signaling that weakness in the economy will persist into 2009. As investors sought safety in Treasurys, bond yields, which move inversely to prices, fell across the board.
The benchmark 10-year Treasury note saw its yield fall to 3.390%, from 3.537% Tuesday, as the price rose 1 8/32 points, or $12.50 for every $1,000 invested, to 103 1/32. The 30-year bond surged 3 5/32 points, or $31.5625 for every $1,000 invested, to 109 4/32, to yield 3.972%, from 4.147% Tuesday. The two-year yield fell to 1.110%, the lowest since June 13, 2003.
Worries about deflation sent the 10-year break-even rate, the yield spread between the 10-year Treasury inflation-protected securities and 10-year nominal Treasurys, to a low of 0.37 percentage point, the lowest level since the Treasury Department started to sell TIPS in 1997.
The gap suggests investors expect an average annualized inflation of 0.37% over the next decade, adding to the shift over the past few months from inflation concerns to deflation worries."
842613738,rating-firms-to-hold-off-downgrades-of-big-banks,wsj_357035472,2010-06-04,"Credit-ratings firms say they plan to delay issuing any credit-rating downgrades to the largest U.S. banks as a result of new financial regulation.
Moody's Investors Service analysts on Thursday said that, under the overhaul bill passed by the Senate last month, the government still has some room to bail out the biggest banks, at least in the short term -- an option it will likely choose as long as the economy and markets are unsettled.
""Consequently, we expect that the senior debt and deposit ratings of systemically important banks in the U.S. will continue to benefit from unusual levels of support,"" Moody's analysts wrote in a report, ""until the economic recovery is sustained, financial market health is restored, and the risks of attempting to unwind an interconnected institution are reduced.""
Moody's didn't specify which banks it considers systemically important, but the short list likely includes Bank of America Corp., Citigroup Inc., J.P. Morgan Chase & Co., Wells Fargo & Co., Goldman Sachs Group Inc. and Morgan Stanley.
The Moody's Corp. unit and McGraw-Hill Cos.' Standard & Poor's in the past have warned that the government's implied support of banks considered to big to fail means they get higher credit ratings than they otherwise would, usually between one and five notches. The ratings companies have said that any overhaul bill undercutting that support could result in downgrades."
830983563,"dollar-tumbles-2.5-percent-against-yen,-pound,-mark;-crisis-of-confidence-blamed-for-decline",wapo_307183874,1989-06-16,"In what analysts called the biggest single-day drop in years, the dollar plummeted today as traders who had been powering the currency's long rally suffered a sudden crisis of confidence.
Market watchers said there was no apparent fundamental news to account for the dollar's drop, which amounted to 2.5 percent or more against the British pound, West German mark and Japanese yen.
Instead, traders said the dollar appeared to have risen too far, too fast in recent weeks and may have been ripe for a selloff by speculators anxious to cash in their gains.
""It was just inevitable we would reach some level where there were just no more buyers and the sellers would gain the advantage,"" said Bob Giordano, chief dealer at Bank Leumi Trust Co. in New York.
Analysts say a market rally often breaks when market sentiment is strongest that the advance is unstoppable, because there is no one left to persuade and therefore no fresh cash available to enter the market."
842615723,business-and-finance,wsj_398045519,1986-05-01,"STOCK PRICES plunged amid concern about interest rates and the economy. The Dow Jones industrials fell a record 41.91 points, to 1783.98. Meanwhile, agriculture futures prices soared on speculation that the Soviet nuclear accident would damage an important Russian farming region.
The dollar rose, partly on speculation that the disaster will boost Soviet purchases of U.S. grain. West Germany signaled plans to intervene further to support the dollar.
---
Bond prices tumbled, ending a three-day rally. Prices fell as the Treasury unveiled plans to sell $27 billion of bonds and notes next week, more than analysts had expected.
---"
830982108,fiscal-gloom-spurs-talk-of-tax-increases;-wilder-says-recovery-will-be-slow-in-va.,wapo_307407371,1991-08-24,"Gov. L. Douglas Wilder told legislative leaders today that Virginia is coming out of the recession slower than the rest of the nation, and as evidence said that tax collections for the current budget year are projected to be $151 million less than expected just six months ago.
The governor said one member of his Advisory Council on Revenue Estimates called it a ""stealth recovery - so slow it would be difficult to see.""
Because of a previous agreement with the legislature, Wilder told the legislature's three money committees that he would use most of his $200 million rainy-day fund to make up for the shortfall, rather than further cutting programs and jobs.
The one bit of good news that Wilder offered today was that he would support an additional $15 million for local school aid.
Wilder said his economic advisers predict that the state ""will continue to under-perform the national economy in housing construction, consumer spending and employment growth"" during the next 11 months. The state has lost about 49,000 jobs in the last year, more than half in Northern Virginia, Wilder said."
842616163,heard-on-the-street:-greenspan-view-on-stock-risk-is-contradicted,wsj_398715004,1997-02-28,"Alan Greenspan seems to think investors aren't worrying enough about stock- market risk these days. But some Wall Street experts say Mr. Greenspan may be worrying too much about the risks.
They maintain that there are some very good reasons why the so-called risk premium that investors expect to receive when they put money into stocks has been shrinking in recent years.
Academics usually define the ""equity risk premium"" as the extra return investors demand for holding stocks instead of less-risky government bonds. Although the premium can be measured a number of ways, most experts agree that it has declined substantially in recent years, contributing to the stock market's climb to its highest prices relative to earnings in decades.
In testimony to Congress Wednesday, Mr. Greenspan, the Federal Reserve chairman, said investors' optimism about strong profits has led to lower risk premiums in the stock and bond markets and warned of ""unwarranted expectations.""
But William Dudley, director of U.S. economic research at Goldman Sachs, argues that longer-lasting, less-volatile business cycles have led to more stable and predictable corporate profits and declining volatility in stock prices relative to bond prices."
830985276,how-important-is-budget-surplus?:-the-writer-is-business-and-financial-editor-of-the-washing,wapo_143678163,1969-12-03,"IF YOU LISTEN to Milton Friedmanâ€” and more and more economists and official!' today arc doing soâ€”he will tell you that, fiscal policy (the level of tax and spending totals) is unimportant. The only relevancQ, of fiscal policy, soys Friedman, Is the In-: fluence lit brings to bear on the seven goyT, ernors of the Federal Reserve System, who set monetary policy, which he says is al^. important.
To put his point concretely: In early and mid-1968, all of the Keynesians still running, the Johnson economic team pul their faith in a 10 per cent surtax, generating a shift
Congress put through the tax, and there was a reversal of fiscal policy that produced a $3.1 billion surplus in fiscal 1969, a stunning change from a deficit of $25.2 billion in fiscal 1968. Taking the two years together, that was a net toughening of fiscal policy by $28.3 billion.
But we know now that it didnâ€™t, even with an extension of the surplus to a projected $5.9 billion in fiscal 1970.
Why? Because, Friedman will tell you, whatever anti-inflationary effect the surcharge had, it was more than counter-balanced when the Federal Reserve decided in mid-1968 that the money supply had to be expanded to prevent â€œoverkill.â€ù It was one of those classic, egregious mistakes on which the Federal Reserve seems to own a patent."
830982943,nation-in-brief,wapo_409494865,2002-12-30,"CHICAGO -- As Illinois Gov. George Ryan decides whether to commute the sentences of some death row inmates, more than 400 law professors said in an open letter to Ryan that he would be justified in granting clemency to all of them.
Ryan stopped the state's executions nearly three years ago after courts found that 13 death row inmates had been wrongly convicted since the state resumed capital punishment in 1977. He is reviewing clemency requests from more than 140 of the state's 160 death row inmates and has said he will rule before he leaves office Jan. 13.
In 1986, New Mexico Gov. Toney Anaya commuted the sentences of all his state's death row inmates. Arkansas Gov. Winthrop Rockefeller did the same thing in 1970.
NEW YORK -- Milton Glaser, the graphic artist who designed the ""I {heart} NY"" logo, has proposed a new slogan: ""Together for the City We Love."" He said the new phrase, which he has submitted to City Hall, could help New Yorkers bond during tumultuous times.
MINNEAPOLIS -- The airplane crash that killed senator Paul D. Wellstone (D-Minn.) may have been caused by the plane's slow speed as it prepared to land, the Minneapolis Star Tribune reported. The Beechcraft King Air A100, carrying Wellstone and seven others, was traveling as slow as 85 knots -- equivalent to 100 miles per hour on land -- as it approached a small airport in northern Minnesota on Oct. 25, according to a study of radar data by the National Transportation Safety Board. Pilots and investigators said the plane should have been flying at a speed of at least 120 knots."
842613831,"personal-income-rose-strong-0.9%-in-september-----consumer-spending-climbed-1.4%,-indicating-economy-is-likely-to-keep-growing",wsj_397919466,1984-10-19,"WASHINGTON -- Large gains in personal income and consumer spending in September indicate that the economy probably will continue to grow at a moderate rate in coming months.
Personal income rose by a sturdy 0.9% during the month and consumer spending increased an even more robust 1.4%, the Commerce Department reported.That compares with income growth of 0.6% and flat consumption in August.
""These numbers should lay to rest for the time being any fears of recession,"" said Allen Sinai, chief economist for Shearson Lehman/American Express Inc.
The report, which follows two months of largely sluggish economic statistics, was good news for President Reagan, who has just 2 1/2 weeks left in his reelection campaign.
But the department's report wasn't all roses. A consumption-based inflation measure, which is reported with a one-month lag, showed that prices paid by consumers were rising at a 0.6% rate in both July and August. That suggests an annual inflation rate exceeding 7%."
842615342,"stock-market-has-room-to-rise,-but-investors-have-to-be-patient",wsj_398206106,1991-05-06,"Interest rates keep falling, and straws in the economic wind hint the recession at least isn't getting any worse and may even be abating. Friday, the government reported that U.S. unemployment last month dipped to 6.6% from 6.8%.
Still, some investors are getting nervous. Will the recovery begin soon? Will it be strong enough to pull us completely out of the recessionary rut, or so weak that the economy relapses after only a brief revival -- dragging stock prices down, too?
Relax. Analysts say events are unfolding about as they should. While the stock market may have raced ahead of the economic recovery, good times -- or at least better times -- lie ahead for investors with patience, they reassure.
Ironically, one sign that the recession is probably beginning to ease is the government's admission two weeks ago that the U.S. economy has been in a downturn since last summer.
""The government is usually the last to admit that we're in a recession,"" says A.C. Moore, a portfolio manager at Argus Investment Management in Santa Clara, Calif. ""When the government does finally admit it, it's usually a classic buying time for the stock market because we're probably at the bottom and steps are being taken to bring us out."""
842616905,u.s.-stocks-break-a-losing-streak-----tech-shares-help-indexes-rise-in-choppy-trading-after-3-sessions-of-losses;-'there's-no-real-panic',wsj_1513735775,2014-04-09,"Stocks gained ground for the first time in four sessions, led by strength in tech stocks, as investors girded for the start of earnings season.
The Nasdaq Composite Index climbed 33.23 points, or 0.8%, to 4112.99 after falling 4.6% in the past three trading sessions. That was the biggest three-day percentage decline since November 2011.
The Dow Jones Industrial Average advanced 10.27 points, or 0.1%, to 16256.14 in choppy trading that reflected uncertainty about corporate profits, the health of the U.S. economy and the impact of the Federal Reserve lessening its stimulus. The Dow, which last closed at a record high on Dec. 31, is down 1.9% in the year to date. The S&P 500 index gained 6.92 points, or 0.4%, to 1851.96. The index is up 0.2% since the start of the year.
Tesla Motors Inc., one of the stocks caught up in the recent selloff, rallied $7.94, or 3.8%, to $215.46 after the auto maker said it started offering a business-leasing program that is expected to spur sales of its electric vehicles.
Investors had been selling stocks such as Tesla amid worries that such a quick run-up in share prices -- and valuations -- was happening on shaky fundamentals. In the past month, Tesla shares tumbled 12%, although they are up 43% since the start of the year."
842615410,"economy-termed-`uneven'-in-nationwide-fed-survey-----district-bank-data-suggest-consumers-and-factories-are-busier,-realty-slow",wsj_398339485,1992-08-06,"WASHINGTON -- Economic activity is continuing its ""uneven"" course across the nation, according to a new survey by the 12 district Federal Reserve Banks.
Consumer spending seems to have improved in the past several weeks. Notable exceptions were apparel sales in the Philadelphia region and depressed appliance sales in the Minneapolis and Atlanta districts. Auto sales were an Achilles' heel in almost every district except for Atlanta and Dallas, where they were strong.
While different regions saw different kinds of improvement, most respondents said the manufacturing sector is making moderate headway.
Lower interest rates have sparked another wave of mortgage refinancing, the Fed report said, but ""evidently provided little impetus to residential and commercial real estate activity.""
Federal Reserve Chairman Alan Greenspan called the recovery ""quite narrow"" yesterday in a panel discussion at the Senate Banking Committee. He acknowledged the unevenness of the new report."
842615647,march-surge-in-machine-tool-orders-boosts-1st-period-total-to-7-year-high,wsj_398100674,1988-04-25,"Machine-tool producers booked 55% more orders in March than a year earlier, boosting the 1988 first-quarter total to the highest level for any quarter since the 1981-82 recession.
Brisk buyer-inquiry rates indicate continued good business for at least the remainder of this year, machine-tool builders say.
Domestic producers of these complex machines, which are used by durable-goods manufacturers to shape metal parts, received $254.4 million of orders in March, up from $164.2 million a year earlier, the National Machine Tool Builders' Association said.
In the first quarter, orders totaled $850 million, up 83% from the 1987 initial period, the association said, and the highest quarterly total since the $867 million of the second quarter of 1981. Several large General Motors Corp. and Ford Motor Co. orders in January and February contributed to the unusually strong quarter, but demand is broadly based.
""We had a fantastic March,"" says Christopher C. Cole, vice president, machine tools for Cincinnati Milacron Inc., the nation's largest producer. ""We had strong automotive orders and strong aerospace orders. And our export business is going strong."""
